Date,Motor_ID,Bearing_Temp_C,Winding_Temp_C,Vibration_mm_s,Current_A,Voltage_V,Power_Factor,Running_Hours
2026-02-13,MTR-114,61.2,73.5,2.61,57.1,415,0.87,3879
2026-02-14,MTR-114,59.1,74.9,2.61,47.4,1000,0.85,3892
2026-02-15,MTR-114,60.2,78.5,2.7,48.3,1000,0.93,3903
2026-02-16,MTR-114,61.1,74.0,3.17,45.0,415,0.94,3913
2026-02-17,MTR-114,59.1,74.5,2.92,49.7,415,0.96,3920
2026-02-18,MTR-114,63.1,71.4,2.97,50.2,690,0.97,3932
2026-02-19,MTR-114,60.0,77.3,2.67,51.1,690,0.89,3946
2026-02-20,MTR-114,63.0,78.1,3.26,44.6,690,0.84,3963
2026-02-21,MTR-114,62.4,81.6,2.97,50.8,1000,0.97,3972
2026-02-22,MTR-114,62.2,71.9,2.95,50.7,1000,0.89,3983
2026-02-23,MTR-114,60.0,78.5,3.0,46.8,1000,0.88,3992
2026-02-24,MTR-114,60.7,75.8,3.32,49.9,1000,0.88,4005
2026-02-25,MTR-114,57.2,74.0,3.35,49.6,690,0.83,4015
2026-02-26,MTR-114,62.9,80.4,2.84,48.1,690,0.86,4035
2026-02-27,MTR-114,63.4,76.7,3.49,50.8,690,0.88,4039
2026-02-28,MTR-114,60.0,75.5,3.42,48.0,415,0.83,4059
2026-03-01,MTR-114,59.9,79.8,2.8,55.8,690,0.94,4063
2026-03-02,MTR-114,62.5,77.4,2.92,49.7,415,0.93,4077
2026-03-03,MTR-114,59.5,70.6,3.11,49.7,1000,0.85,4089
2026-03-04,MTR-114,62.1,75.1,3.25,53.3,415,0.94,4109
2026-03-05,MTR-114,63.4,74.5,2.77,59.7,690,0.83,4117
2026-03-06,MTR-114,59.5,77.5,2.61,50.4,415,0.9,4130
2026-03-07,MTR-114,58.6,80.4,2.88,46.8,415,0.84,4145
2026-03-08,MTR-114,59.2,72.7,3.11,55.3,690,0.92,4150
2026-03-09,MTR-114,57.6,75.7,3.02,59.0,1000,0.83,4167
2026-03-10,MTR-114,62.0,74.3,2.91,50.4,690,0.9,4173
2026-03-11,MTR-114,63.3,79.2,2.91,42.7,690,0.92,4183
2026-03-12,MTR-114,63.7,73.1,2.39,55.7,1000,0.85,4195
2026-03-13,MTR-114,60.2,76.8,2.84,55.2,1000,0.9,4210
2026-03-14,MTR-114,64.5,75.5,2.83,47.6,415,0.91,4224
2026-03-15,MTR-114,63.2,77.3,3.09,49.1,1000,0.92,4240
2026-03-16,MTR-114,62.0,75.0,3.31,47.2,1000,0.82,4243
2026-03-17,MTR-114,59.6,76.5,2.77,49.1,415,0.89,4265
2026-03-18,MTR-114,63.3,74.1,3.14,45.3,415,0.87,4269
2026-03-19,MTR-114,57.5,76.6,3.0,48.4,1000,0.83,4284
2026-03-20,MTR-114,61.9,76.8,3.34,44.9,415,0.84,4295
2026-03-21,MTR-114,62.5,75.8,3.09,47.5,1000,0.92,4311
2026-03-22,MTR-114,63.2,76.0,3.48,59.8,1000,0.92,4315
2026-03-23,MTR-114,65.2,75.6,2.8,54.9,415,0.94,4331
2026-03-24,MTR-114,59.8,74.5,2.76,50.5,690,0.93,4346
2026-03-25,MTR-114,58.8,75.5,3.15,54.0,415,0.85,4351
2026-03-26,MTR-114,65.1,83.2,2.92,46.2,415,0.9,4364
2026-03-27,MTR-114,64.3,74.0,2.56,47.6,415,0.94,4375
2026-03-28,MTR-114,60.5,70.4,2.95,51.4,1000,0.93,4391
2026-03-29,MTR-114,61.6,72.3,2.89,50.9,690,0.84,4401
2026-03-30,MTR-114,62.1,77.6,3.17,48.8,415,0.9,4411
2026-03-31,MTR-114,63.9,73.0,2.26,43.2,415,0.83,4429
2026-04-01,MTR-114,63.1,73.7,2.9,46.8,415,0.98,4438
2026-04-02,MTR-114,62.2,75.8,3.26,54.7,415,0.9,4457
2026-04-03,MTR-114,60.6,79.6,3.25,49.1,1000,0.84,4464
2026-04-04,MTR-114,61.5,71.1,3.51,56.3,415,0.87,4475
2026-04-05,MTR-114,60.5,78.8,2.84,51.0,1000,0.85,4486
2026-04-06,MTR-114,58.4,72.7,2.96,46.7,1000,0.86,4501
2026-04-07,MTR-114,57.6,78.0,2.96,49.9,690,0.93,4513
2026-04-08,MTR-114,62.6,70.5,3.06,46.4,1000,0.9,4526
2026-04-09,MTR-114,60.7,77.5,2.99,54.1,1000,0.94,4535
2026-04-10,MTR-114,64.2,75.0,2.94,62.7,1000,0.97,4548
2026-04-11,MTR-114,62.5,72.5,2.68,60.5,1000,0.9,4557
2026-04-12,MTR-114,62.3,77.9,2.86,45.2,690,0.97,4575
2026-04-13,MTR-114,60.2,70.8,2.62,44.8,690,0.92,4588
2026-04-14,MTR-114,65.7,77.2,2.83,50.3,690,0.9,4600
2026-04-15,MTR-114,62.1,77.0,2.95,48.8,690,0.84,4603
2026-04-16,MTR-114,60.6,77.9,3.28,54.9,1000,0.95,4617
2026-04-17,MTR-114,62.4,78.4,3.12,50.8,1000,0.97,4630
2026-04-18,MTR-114,58.2,79.4,2.62,51.6,690,0.97,4643
2026-04-19,MTR-114,60.8,78.4,2.6,54.9,1000,0.9,4657
2026-04-20,MTR-114,61.7,77.5,2.82,52.7,690,0.96,4669
2026-04-21,MTR-114,62.1,74.8,2.95,44.6,1000,0.97,4677
2026-04-22,MTR-114,63.5,79.9,2.1,56.7,415,0.87,4690
2026-04-23,MTR-114,59.1,73.9,2.75,56.9,690,0.93,4703
2026-04-24,MTR-114,57.4,77.8,2.75,54.6,415,0.97,4716
2026-04-25,MTR-114,61.1,74.9,2.85,48.4,690,0.86,4729
2026-04-26,MTR-114,60.8,81.1,3.19,54.3,1000,0.82,4735
2026-04-27,MTR-114,60.5,75.2,2.73,54.3,415,0.96,4750
2026-04-28,MTR-114,59.6,82.7,2.71,56.4,690,0.89,4764
2026-04-29,MTR-114,61.1,78.7,2.36,50.5,415,0.98,4775
2026-04-30,MTR-114,63.1,76.8,3.55,47.6,1000,0.94,4790
2026-05-01,MTR-114,59.8,77.2,3.0,56.0,1000,0.86,4797
2026-05-02,MTR-114,61.8,79.0,2.64,45.8,690,0.95,4815
2026-05-03,MTR-114,60.3,73.2,3.16,53.4,1000,0.87,4829
2026-05-04,MTR-114,62.7,74.5,3.13,52.7,1000,0.85,4839
2026-05-05,MTR-114,62.0,75.1,3.07,54.3,415,0.86,4844
2026-05-06,MTR-114,65.4,72.3,3.2,54.6,415,0.83,4858
2026-05-07,MTR-114,64.9,78.6,2.98,52.4,690,0.83,4876
2026-05-08,MTR-114,58.4,75.0,3.11,56.1,415,0.91,4882
2026-05-09,MTR-114,61.1,79.4,2.62,49.0,415,0.86,4900
2026-05-10,MTR-114,55.2,77.5,3.13,45.2,690,0.93,4912
2026-05-11,MTR-114,61.0,76.1,2.39,51.3,690,0.86,4923
2026-05-12,MTR-114,63.9,72.8,3.24,45.6,1000,0.84,4934
2026-05-13,MTR-114,61.8,79.4,3.24,52.0,1000,0.91,4943
2026-05-14,MTR-114,63.2,80.0,3.14,43.0,1000,0.83,4953
2026-05-15,MTR-114,58.2,74.9,2.78,50.9,690,0.94,4970
2026-05-16,MTR-114,60.3,74.4,2.86,50.0,690,0.85,4980
2026-05-17,MTR-114,65.0,72.8,3.26,47.9,690,0.88,4992
2026-05-18,MTR-114,60.7,70.8,3.92,49.5,415,0.88,5000
2026-05-19,MTR-114,59.5,77.0,2.32,48.5,415,0.95,5011
2026-05-20,MTR-114,61.4,75.6,3.14,53.3,690,0.86,5029
2026-05-21,MTR-114,66.3,72.5,2.95,60.0,1000,0.84,5041
2026-05-22,MTR-114,61.9,76.4,2.75,49.9,1000,0.94,5052
2026-05-23,MTR-114,60.0,72.6,2.96,58.9,1000,0.95,5063
2026-05-24,MTR-114,61.5,75.9,2.51,46.2,415,0.94,5076
2026-05-25,MTR-114,62.6,77.8,2.94,45.3,415,0.97,5085
2026-05-26,MTR-114,62.5,73.0,2.67,52.4,690,0.98,5102
2026-05-27,MTR-114,62.2,72.6,3.79,39.4,415,0.89,5114
2026-05-28,MTR-114,63.3,75.2,3.28,54.1,690,0.89,5123
2026-05-29,MTR-114,58.6,84.9,2.48,50.3,1000,0.93,5133
2026-05-30,MTR-114,63.2,75.5,3.38,54.8,690,0.93,5153
2025-12-02,MTR-115,68.9,85.4,0.98,91.6,415,0.83,2999
2025-12-03,MTR-115,68.8,81.7,1.04,85.2,1000,0.88,3007
2025-12-04,MTR-115,66.7,80.9,1.76,90.3,415,0.87,3025
2025-12-05,MTR-115,67.3,79.7,1.01,99.6,1000,0.86,3032
2025-12-06,MTR-115,65.6,77.1,1.3,96.8,690,0.98,3045
2025-12-07,MTR-115,67.4,77.7,1.27,96.1,1000,0.94,3062
2025-12-08,MTR-115,65.2,81.3,1.02,99.0,415,0.82,3076
2025-12-09,MTR-115,67.8,79.9,1.31,92.6,415,0.98,3083
2025-12-10,MTR-115,64.7,80.1,1.24,95.8,415,0.93,3091
2025-12-11,MTR-115,64.8,79.2,1.27,103.1,690,0.98,3113
2025-12-12,MTR-115,62.9,81.8,0.88,99.5,690,0.93,3125
2025-12-13,MTR-115,66.4,84.1,1.4,91.8,415,0.84,3129
2025-12-14,MTR-115,61.8,79.0,1.26,96.5,690,0.96,3142
2025-12-15,MTR-115,65.2,79.9,1.06,87.5,415,0.86,3154
2025-12-16,MTR-115,67.1,81.8,0.97,83.8,690,0.85,3171
2025-12-17,MTR-115,65.4,75.3,0.97,85.7,690,0.86,3181
2025-12-18,MTR-115,66.5,88.5,1.47,81.2,1000,0.91,3191
2025-12-19,MTR-115,62.9,80.6,1.32,85.9,690,0.83,3200
2025-12-20,MTR-115,68.3,82.9,1.41,93.9,690,0.88,3220
2025-12-21,MTR-115,68.6,78.6,1.19,96.4,1000,0.9,3233
2025-12-22,MTR-115,63.4,83.4,1.54,81.8,415,0.93,3235
2025-12-23,MTR-115,66.4,82.6,1.27,95.9,1000,0.93,3256
2025-12-24,MTR-115,65.8,79.8,0.97,89.2,1000,0.84,3266
2025-12-25,MTR-115,65.1,87.7,0.94,93.1,1000,0.84,3279
2025-12-26,MTR-115,66.3,80.7,1.38,93.7,690,0.86,3288
2025-12-27,MTR-115,65.5,78.0,1.05,92.5,690,0.91,3305
2025-12-28,MTR-115,66.0,84.0,1.75,85.0,690,0.94,3311
2025-12-29,MTR-115,63.8,82.4,1.6,97.3,1000,0.94,3324
2025-12-30,MTR-115,62.4,84.5,1.96,85.5,1000,0.83,3336
2025-12-31,MTR-115,69.5,80.2,1.42,91.9,690,0.84,3350
2026-01-01,MTR-115,63.9,83.7,0.92,92.5,415,0.87,3360
2026-01-02,MTR-115,64.3,82.6,0.99,89.8,1000,0.85,3368
2026-01-03,MTR-115,69.4,83.1,1.45,94.3,690,0.83,3385
2026-01-04,MTR-115,71.9,75.7,1.31,94.8,690,0.92,3401
2026-01-05,MTR-115,68.9,82.8,0.74,88.0,690,0.93,3412
2026-01-06,MTR-115,68.3,80.3,1.17,87.5,415,0.93,3422
2026-01-07,MTR-115,68.0,85.1,1.24,100.3,690,0.83,3431
2026-01-08,MTR-115,65.9,85.0,0.8,82.0,415,0.83,3449
2026-01-09,MTR-115,67.0,77.6,0.97,83.2,1000,0.96,3456
2026-01-10,MTR-115,64.3,80.1,1.78,92.4,415,0.9,3473
2026-01-11,MTR-115,65.6,83.4,0.99,100.5,415,0.98,3481
2026-01-12,MTR-115,63.5,85.4,1.24,90.9,415,0.86,3497
2026-01-13,MTR-115,67.2,85.6,1.31,98.1,690,0.88,3505
2026-01-14,MTR-115,66.9,79.4,1.45,90.3,415,0.83,3511
2026-01-15,MTR-115,68.2,82.0,1.92,93.2,415,0.89,3525
2026-01-16,MTR-115,68.7,83.1,1.06,95.2,1000,0.85,3542
2026-01-17,MTR-115,70.0,83.9,1.61,90.5,1000,0.94,3551
2026-01-18,MTR-115,65.2,80.7,1.52,97.7,690,0.89,3569
2026-01-19,MTR-115,65.0,84.6,1.61,87.8,1000,0.9,3572
2026-01-20,MTR-115,67.3,85.7,1.55,87.8,690,0.82,3589
2026-01-21,MTR-115,64.4,85.0,1.49,90.3,1000,0.95,3603
2026-01-22,MTR-115,67.4,82.9,1.12,92.7,1000,0.92,3617
2026-01-23,MTR-115,63.5,82.6,0.87,96.0,415,0.94,3619
2026-01-24,MTR-115,66.6,84.6,1.13,95.5,415,0.83,3641
2026-01-25,MTR-115,66.4,83.2,0.92,92.8,415,0.94,3652
2026-01-26,MTR-115,67.5,82.8,1.17,83.6,1000,0.97,3655
2026-01-27,MTR-115,65.2,75.7,1.7,91.1,1000,0.96,3671
2026-01-28,MTR-115,67.7,82.5,2.04,94.6,690,0.92,3682
2026-01-29,MTR-115,67.9,81.1,0.83,92.9,1000,0.88,3696
2026-01-30,MTR-115,64.5,87.6,1.61,82.3,1000,0.83,3707
2026-01-31,MTR-115,64.7,85.2,1.54,100.1,690,0.87,3715
2026-02-01,MTR-115,65.8,83.2,1.61,84.8,415,0.98,3737
2026-02-02,MTR-115,66.3,80.0,1.66,93.4,690,0.83,3748
2026-02-03,MTR-115,65.7,84.0,1.35,88.1,1000,0.85,3755
2026-02-04,MTR-115,63.2,81.7,1.08,97.2,415,0.85,3767
2026-02-05,MTR-115,70.1,78.6,1.18,86.3,690,0.87,3780
2026-02-06,MTR-115,66.8,81.8,0.74,94.2,690,0.91,3793
2026-02-07,MTR-115,64.0,82.8,1.21,95.5,415,0.93,3802
2026-02-08,MTR-115,64.5,83.4,1.29,89.6,415,0.87,3811
2026-02-09,MTR-115,65.4,82.3,0.96,91.5,690,0.84,3833
2026-02-10,MTR-115,65.9,78.8,1.13,84.9,1000,0.92,3841
2026-02-11,MTR-115,66.2,84.5,1.24,96.2,1000,0.93,3849
2026-02-12,MTR-115,64.8,85.1,1.0,90.7,690,0.95,3867
2026-02-13,MTR-115,65.2,80.2,1.78,91.9,690,0.91,3875
2026-02-14,MTR-115,67.8,78.8,1.55,86.6,690,0.86,3892
2026-02-15,MTR-115,66.1,80.6,1.15,96.2,1000,0.95,3898
2026-02-16,MTR-115,64.2,77.7,0.98,96.6,1000,0.85,3914
2026-02-17,MTR-115,63.0,82.3,1.32,98.4,415,0.94,3929
2026-02-18,MTR-115,70.1,82.7,1.17,96.5,1000,0.92,3938
2026-02-19,MTR-115,67.4,76.5,1.21,93.7,415,0.9,3952
2026-02-20,MTR-115,68.3,79.5,1.43,95.7,690,0.87,3965
2026-02-21,MTR-115,71.4,82.4,0.84,91.3,690,0.93,3973
2026-02-22,MTR-115,61.9,77.5,0.84,85.5,690,0.84,3979
2026-02-23,MTR-115,65.7,83.8,1.06,90.8,690,0.9,3993
2026-02-24,MTR-115,68.2,81.9,1.63,90.5,690,0.84,4005
2026-02-25,MTR-115,63.7,79.2,1.58,90.1,415,0.83,4021
2026-02-26,MTR-115,66.3,86.0,1.31,97.1,415,0.84,4032
2026-02-27,MTR-115,67.7,78.0,1.12,88.8,415,0.82,4044
2026-02-28,MTR-115,65.7,81.5,1.45,85.2,415,0.9,4056
2026-03-01,MTR-115,60.2,82.1,1.6,90.8,1000,0.98,4069
2026-03-02,MTR-115,69.6,79.5,1.42,86.6,415,0.93,4081
2026-03-03,MTR-115,69.7,84.1,0.63,90.3,690,0.98,4088
2026-03-04,MTR-115,67.2,77.8,1.35,98.2,415,0.87,4109
2026-03-05,MTR-115,64.7,74.7,0.82,80.9,1000,0.97,4115
2026-03-06,MTR-115,70.3,80.4,0.97,83.7,690,0.86,4126
2026-03-07,MTR-115,66.0,76.7,1.44,96.6,415,0.9,4140
2026-03-08,MTR-115,63.0,83.3,1.11,79.0,415,0.93,4153
2026-03-09,MTR-115,65.8,78.0,1.26,88.2,1000,0.96,4160
2026-03-10,MTR-115,67.1,83.2,1.27,93.7,1000,0.85,4175
2026-03-11,MTR-115,66.4,82.3,1.28,85.0,1000,0.87,4187
2026-03-12,MTR-115,65.8,83.2,0.92,85.0,690,0.9,4204
2026-03-13,MTR-115,65.1,85.3,1.3,101.6,1000,0.91,4217
2026-03-14,MTR-115,68.6,76.9,1.32,88.5,1000,0.85,4221
2026-03-15,MTR-115,70.7,85.8,1.02,91.7,1000,0.92,4231
2026-03-16,MTR-115,64.6,92.8,1.29,89.3,1000,0.94,4247
2026-03-17,MTR-115,67.2,80.5,1.38,91.6,415,0.94,4255
2026-03-18,MTR-115,63.5,83.1,1.43,98.9,690,0.9,4271
2026-03-19,MTR-115,63.6,81.3,1.35,83.3,1000,0.84,4284
2026-03-20,MTR-115,65.0,77.5,1.54,92.0,415,0.89,4294
2026-03-21,MTR-115,67.5,82.0,1.29,85.6,1000,0.95,4311
2026-03-22,MTR-115,68.2,83.4,1.23,91.7,1000,0.85,4322
2026-03-23,MTR-115,65.3,84.9,1.69,91.7,1000,0.83,4328
2026-03-24,MTR-115,67.7,81.2,1.63,88.9,690,0.86,4345
2026-03-25,MTR-115,65.6,78.8,1.8,99.5,690,0.84,4361
2026-03-26,MTR-115,64.8,85.5,1.86,95.4,690,0.93,4371
2026-03-27,MTR-115,64.2,82.8,1.21,101.6,415,0.83,4383
2026-03-28,MTR-115,68.1,81.5,1.45,89.7,690,0.94,4397
2026-03-29,MTR-115,65.8,81.8,1.4,94.7,415,0.85,4406
2026-03-30,MTR-115,67.9,82.1,0.93,89.0,1000,0.84,4417
2026-03-31,MTR-115,62.8,79.4,1.46,94.4,690,0.9,4433
2026-04-01,MTR-115,66.0,80.2,1.18,90.3,415,0.87,4445
2026-04-02,MTR-115,65.6,80.2,0.83,100.1,1000,0.94,4449
2026-04-03,MTR-115,69.6,76.4,1.18,97.0,415,0.97,4469
2026-04-04,MTR-115,65.7,79.6,1.05,93.9,690,0.85,4472
2026-04-05,MTR-115,64.2,79.6,1.17,88.1,415,0.85,4489
2026-04-06,MTR-115,65.4,82.6,1.78,89.8,415,0.92,4495
2026-04-07,MTR-115,67.3,85.3,1.62,92.6,1000,0.9,4512
2026-04-08,MTR-115,67.7,78.5,1.31,90.5,415,0.84,4522
2026-04-09,MTR-115,63.6,78.4,1.34,97.6,415,0.94,4533
2026-04-10,MTR-115,66.2,80.6,1.28,86.4,690,0.96,4546
2026-04-11,MTR-115,68.0,84.9,0.69,87.9,415,0.95,4555
2026-04-12,MTR-115,66.4,78.8,1.22,91.4,1000,0.85,4572
2026-04-13,MTR-115,67.8,82.9,1.17,91.5,415,0.94,4579
2026-04-14,MTR-115,69.2,85.7,1.01,96.1,690,0.83,4593
2026-04-15,MTR-115,64.2,77.6,1.33,94.6,1000,0.85,4603
2026-04-16,MTR-115,64.9,78.0,0.9,86.4,690,0.87,4620
2026-04-17,MTR-115,65.8,80.8,1.15,93.5,690,0.91,4635
2026-04-18,MTR-115,63.5,82.8,1.44,88.6,690,0.84,4639
2026-04-19,MTR-115,65.5,83.9,1.4,90.8,1000,0.97,4655
2026-04-20,MTR-115,68.1,83.5,1.47,93.9,1000,0.84,4666
2026-04-21,MTR-115,65.1,83.2,1.12,93.4,1000,0.94,4676
2026-04-22,MTR-115,66.2,82.6,1.42,100.9,415,0.91,4697
2026-04-23,MTR-115,66.2,77.9,1.54,95.5,690,0.85,4706
2026-04-24,MTR-115,67.8,78.1,1.47,84.5,415,0.86,4717
2026-04-25,MTR-115,65.8,75.3,0.98,85.3,1000,0.93,4732
2026-04-26,MTR-115,65.5,81.8,1.0,94.0,1000,0.97,4742
2026-04-27,MTR-115,64.2,78.4,0.96,94.0,690,0.94,4750
2026-04-28,MTR-115,65.3,87.7,1.82,92.3,690,0.84,4762
2026-04-29,MTR-115,65.5,75.4,1.18,89.2,415,0.97,4774
2026-04-30,MTR-115,68.7,75.2,1.94,95.2,415,0.87,4791
2026-05-01,MTR-115,65.4,84.1,1.03,89.6,1000,0.92,4799
2026-05-02,MTR-115,65.5,82.8,1.84,92.0,690,0.92,4816
2026-05-03,MTR-115,65.8,80.7,1.33,96.4,1000,0.86,4829
2026-05-04,MTR-115,64.9,79.6,1.92,88.3,690,0.93,4838
2026-05-05,MTR-115,65.8,83.3,0.88,100.5,415,0.86,4844
2026-05-06,MTR-115,64.8,74.5,1.39,85.9,690,0.83,4855
2026-05-07,MTR-115,69.7,86.6,1.28,96.9,690,0.93,4873
2026-05-08,MTR-115,65.9,84.0,1.12,96.4,690,0.86,4887
2026-05-09,MTR-115,67.5,83.7,1.11,92.5,1000,0.93,4898
2026-05-10,MTR-115,68.6,80.7,1.02,96.3,1000,0.97,4913
2026-05-11,MTR-115,71.0,88.0,1.32,96.2,1000,0.94,4917
2026-05-12,MTR-115,66.6,84.6,1.01,93.4,690,0.86,4933
2026-05-13,MTR-115,69.3,80.1,0.99,89.5,690,0.95,4949
2026-05-14,MTR-115,66.0,84.0,0.92,95.0,690,0.91,4955
2026-05-15,MTR-115,68.4,79.9,1.02,97.1,690,0.94,4966
2026-05-16,MTR-115,64.4,78.5,1.4,99.1,415,0.87,4979
2026-05-17,MTR-115,67.8,79.7,1.58,90.5,690,0.95,4990
2026-05-18,MTR-115,67.2,84.4,1.43,90.3,415,0.88,5000
2026-05-19,MTR-115,66.6,84.8,1.32,87.8,415,0.91,5015
2026-05-20,MTR-115,64.6,76.4,1.35,98.4,690,0.89,5026
2026-05-21,MTR-115,64.6,78.7,1.53,90.1,1000,0.9,5039
2026-05-22,MTR-115,69.0,80.3,1.48,96.7,1000,0.84,5051
2026-05-23,MTR-115,68.8,80.6,1.44,95.2,690,0.97,5065
2026-05-24,MTR-115,67.7,82.2,0.71,89.5,690,0.83,5075
2026-05-25,MTR-115,67.0,83.9,1.33,92.3,1000,0.97,5086
2026-05-26,MTR-115,64.2,79.0,1.46,97.3,1000,0.88,5100
2026-05-27,MTR-115,66.5,88.9,1.49,91.2,1000,0.85,5117
2026-05-28,MTR-115,67.1,80.0,1.75,99.7,1000,0.96,5121
2026-05-29,MTR-115,65.1,85.2,1.08,98.0,415,0.95,5137
2026-05-30,MTR-115,63.7,82.3,1.38,88.8,1000,0.91,5151
2025-12-02,MTR-116,53.9,66.4,1.06,36.2,415,0.89,3005
2025-12-03,MTR-116,50.4,73.4,1.23,33.8,415,0.87,3017
2025-12-04,MTR-116,53.3,69.3,1.05,38.8,1000,0.84,3019
2025-12-05,MTR-116,52.4,62.6,1.84,43.9,690,0.87,3036
2025-12-06,MTR-116,50.0,70.3,1.01,33.6,415,0.86,3049
2025-12-07,MTR-116,53.9,70.9,1.49,38.5,690,0.96,3058
2025-12-08,MTR-116,53.4,73.3,1.07,43.9,1000,0.93,3074
2025-12-09,MTR-116,54.1,64.5,1.2,36.4,690,0.89,3084
2025-12-10,MTR-116,51.1,70.8,1.03,47.4,1000,0.85,3098
2025-12-11,MTR-116,51.8,63.5,1.41,46.9,690,0.94,3113
2025-12-12,MTR-116,56.0,77.4,1.04,28.5,690,0.88,3124
2025-12-13,MTR-116,48.9,67.4,1.57,33.0,1000,0.85,3134
2025-12-14,MTR-116,54.8,66.5,1.11,43.7,415,0.83,3142
2025-12-15,MTR-116,55.2,68.6,1.69,46.3,1000,0.96,3155
2025-12-16,MTR-116,53.9,65.1,0.98,30.1,415,0.87,3164
2025-12-17,MTR-116,52.5,68.0,1.44,39.1,690,0.93,3178
2025-12-18,MTR-116,51.8,67.8,1.69,39.2,1000,0.92,3196
2025-12-19,MTR-116,52.3,71.7,1.22,47.8,1000,0.9,3202
2025-12-20,MTR-116,52.9,67.9,1.36,38.9,415,0.97,3216
2025-12-21,MTR-116,56.7,70.6,1.26,43.0,415,0.89,3228
2025-12-22,MTR-116,52.5,63.4,1.07,40.5,1000,0.98,3236
2025-12-23,MTR-116,51.4,70.1,1.09,36.7,415,0.9,3256
2025-12-24,MTR-116,54.3,70.2,1.24,41.5,415,0.98,3261
2025-12-25,MTR-116,55.5,66.3,1.4,38.0,1000,0.84,3278
2025-12-26,MTR-116,53.7,71.2,1.09,38.6,1000,0.91,3284
2025-12-27,MTR-116,51.9,70.3,1.22,36.3,1000,0.87,3296
2025-12-28,MTR-116,54.8,69.6,1.37,31.4,415,0.82,3313
2025-12-29,MTR-116,56.1,69.5,1.57,46.3,415,0.9,3320
2025-12-30,MTR-116,52.1,66.8,1.03,47.2,690,0.84,3340
2025-12-31,MTR-116,54.1,65.3,1.46,39.2,415,0.93,3351
2026-01-01,MTR-116,51.5,69.3,1.09,41.0,415,0.82,3361
2026-01-02,MTR-116,53.1,68.9,0.61,32.4,1000,0.93,3369
2026-01-03,MTR-116,51.3,66.5,1.59,40.0,690,0.94,3379
2026-01-04,MTR-116,57.0,68.2,1.47,37.2,690,0.93,3395
2026-01-05,MTR-116,57.5,67.6,1.24,44.4,690,0.96,3403
2026-01-06,MTR-116,54.9,69.2,0.98,43.5,415,0.84,3420
2026-01-07,MTR-116,51.0,72.8,1.57,40.6,690,0.97,3427
2026-01-08,MTR-116,50.0,70.8,1.48,33.3,1000,0.9,3449
2026-01-09,MTR-116,51.8,66.6,1.23,37.1,1000,0.97,3459
2026-01-10,MTR-116,52.5,69.5,1.34,25.8,690,0.84,3471
2026-01-11,MTR-116,51.8,65.4,1.6,41.3,415,0.87,3480
2026-01-12,MTR-116,53.2,67.9,1.57,48.1,690,0.95,3495
2026-01-13,MTR-116,54.9,65.9,1.19,42.0,1000,0.94,3507
2026-01-14,MTR-116,54.6,66.3,0.85,41.6,415,0.97,3515
2026-01-15,MTR-116,53.7,69.7,1.9,41.9,690,0.83,3533
2026-01-16,MTR-116,51.5,70.0,1.67,49.1,415,0.88,3535
2026-01-17,MTR-116,50.8,66.8,1.42,33.0,415,0.9,3556
2026-01-18,MTR-116,53.8,69.6,1.63,41.9,690,0.95,3562
2026-01-19,MTR-116,55.8,65.9,1.53,41.8,690,0.86,3576
2026-01-20,MTR-116,53.1,69.9,1.16,35.7,1000,0.89,3590
2026-01-21,MTR-116,51.5,69.4,1.44,40.2,1000,0.9,3603
2026-01-22,MTR-116,57.2,63.5,1.41,31.4,690,0.84,3614
2026-01-23,MTR-116,53.2,62.7,1.26,40.6,690,0.98,3621
2026-01-24,MTR-116,51.4,75.0,2.03,49.1,690,0.9,3637
2026-01-25,MTR-116,46.9,70.4,0.7,37.5,690,0.89,3649
2026-01-26,MTR-116,55.4,71.6,1.54,42.3,690,0.98,3661
2026-01-27,MTR-116,52.1,61.3,1.33,45.3,415,0.97,3671
2026-01-28,MTR-116,51.1,68.6,1.54,41.4,415,0.87,3686
2026-01-29,MTR-116,53.4,66.0,1.08,47.1,690,0.98,3691
2026-01-30,MTR-116,50.5,76.6,0.89,46.3,690,0.92,3706
2026-01-31,MTR-116,53.1,68.6,1.36,35.7,690,0.83,3716
2026-02-01,MTR-116,55.2,71.8,1.29,35.0,1000,0.86,3732
2026-02-02,MTR-116,53.0,69.9,1.39,34.6,1000,0.94,3742
2026-02-03,MTR-116,51.6,68.5,1.37,43.7,415,0.9,3756
2026-02-04,MTR-116,51.0,69.0,1.37,44.1,415,0.95,3768
2026-02-05,MTR-116,50.7,65.9,1.41,43.5,415,0.93,3784
2026-02-06,MTR-116,55.0,66.9,1.54,40.2,415,0.87,3794
2026-02-07,MTR-116,54.1,68.6,1.0,43.9,1000,0.96,3803
2026-02-08,MTR-116,54.3,62.6,0.95,43.5,415,0.87,3816
2026-02-09,MTR-116,55.1,69.3,1.42,37.7,1000,0.93,3826
2026-02-10,MTR-116,53.2,70.7,0.41,47.3,415,0.97,3836
2026-02-11,MTR-116,56.3,71.9,1.27,35.8,1000,0.96,3852
2026-02-12,MTR-116,54.9,71.8,1.07,35.9,415,0.84,3861
2026-02-13,MTR-116,54.6,68.0,1.4,39.8,415,0.86,3876
2026-02-14,MTR-116,54.3,68.2,0.94,38.2,690,0.83,3886
2026-02-15,MTR-116,53.7,68.0,1.49,40.9,415,0.91,3901
